"40.000000 60000000.000000 22.000000 39.000000 858.000000 63.000000 80.000000 4000.000000 -42.928330 -63.163012 -74.965338 0.415189 7208644.076736 12294662.650312 1.084041 0.875490"
"35.000000 52500000.000000 20.000000 33.000000 660.000000 31.000000 40.000000 10000.000000 -47.815800 -63.298410 -72.847989 0.485311 15451159.852197 12750422.256115 1.111263 0.873785"
"16.000000 12000000.000000 34.000000 14.000000 476.000000 255.000000 40.000000 4000.000000 -46.138494 -60.076333 -70.044800 0.099413 6743660.106437 2251689.842481 0.880036 0.849701"
"37.000000 18500000.000000 35.000000 7.000000 245.000000 31.000000 80.000000 10000.000000 -42.708813 -60.141393 -72.029643 0.493704 16750254.846549 12113737.834873 1.126341 0.860103"
"18.000000 4500000.000000 36.000000 35.000000 1260.000000 127.000000 160.000000 8000.000000 -45.492991 -63.780783 -76.225550 0.011664 4500000.000000 0.001446 0.276770 0.275687"
"3.000000 750000.000000 27.000000 11.000000 297.000000 511.000000 160.000000 6000.000000 -52.119498 -52.293538 -52.380558 0.000938 750000.000000 0.002915 0.059394 0.059375"
"21.000000 31500000.000000 37.000000 37.000000 1369.000000 63.000000 80.000000 12000.000000 -46.518685 -65.360763 -73.774614 0.309117 20201510.353080 3889583.792450 1.026311 0.903537"
"39.000000 19500000.000000 26.000000 26.000000 676.000000 1023.000000 80.000000 12000.000000 -44.833998 -60.630718 -70.999706 0.071531 18875207.103665 15369092.621688 0.824329 0.804576"
"13.000000 19500000.000000 2.000000 27.000000 54.000000 3.000000 80.000000 10000.000000 -42.537724 -54.701587 -66.405520 0.596899 16357374.933494 1530696.087427 1.210037 0.815226"
"34.000000 8500000.000000 12.000000 7.000000 84.000000 511.000000 160.000000 4000.000000 -43.497708 -50.635535 -55.915320 0.109673 7143938.658429 9060295.008421 0.884203 0.848343"
"6.000000 1500000.000000 9.000000 40.000000 360.000000 511.000000 80.000000 4000.000000 -54.477177 -60.733578 -74.267759 0.003983 1500000.000000 0.003321 0.181369 0.181125"
"24.000000 48000000.000000 28.000000 34.000000 952.000000 31.000000 160.000000 6000.000000 -52.544641 -66.352202 -75.490040 0.428021 10743003.719308 4481859.588009 1.091564 0.873167"
